HTS Code,Material,Classification,Chapter,Chapter Description,Declaration Required,Notes
8414.59.6590,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8414.80.16,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8415.90.8025,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8415.90.8045,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8415.90.8085,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8418.10.00,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8418.99.8005,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8418.99.8050,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8418.99.8060,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8419.50.1000,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8419.50.5000,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8419.90.1000,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8422.90.0640,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8424.89.90,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8424.90.9080,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8443.16.0000,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8450.11.00,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8451.21.00,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8467.22.00,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8467.29.00,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8467.81.00,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8467.89.50,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8473.30.2000,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8473.30.5100,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8479.89.9599,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8479.90.8500,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8479.90.9596,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8481.90.9060,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8481.90.9085,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8483.40.5020,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8483.90.5020,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8486.90.0000,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8487.90.0080,Aluminum,Derivative Aluminum Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8501.64.0110,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8502.20.00,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8502.31.0000,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8503.00.9520,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8503.00.9546,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8503.00.9570,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8504.31.20,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8504.31.40,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8504.31.60,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8504.33.00,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8504.34.00,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8504.90.20,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8504.90.41,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8504.90.65,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8504.90.75,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8504.90.96,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8508.70.0000,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8513.90.2000,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8515.90.2000,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8516.90.5000,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8516.90.8050,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8517.71.0000,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8517.79.0000,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8529.90.7300,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8529.90.9760,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8536.90.8585,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8538.10.0000,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8541.90.0000,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8543.90.8885,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8544.19.00,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8544.42.90,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8544.49.2000,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8544.49.9000,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8544.60.2000,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8544.60.6000,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
8547.90.0020,Aluminum,Derivative Aluminum Article (Other Chapters),85,Chapter 85: Electrical machinery and equipment and parts thereof,07 - SMELT & CAST,Section 232 Aluminum Tariff - Subject to 10% or 25% additional duty
